,Description,Score,sentiment
494,Third season of Yuru Yuri.,8.02,1.0
490,"Taking place in the past it offers a view at the Saiyuuki quartet before their formation and their journey to the west. First OVA starts with Sanzo and his master; also with Ukoku (known as a later Ni Jianyi). Second OVA shows first meeting of Goku and Sanzo. Third OVA considers the events after Hakkai's sins and his trial (that we know from first season of ""Saiyuuki"") and his decision to live in Gojyo's house.",8.02,1.0
474,"This series is set about two months after the events ocurred in the Tuatha de Danaan at the end of the original series. Mithril becomes aware of a secret organization that has technology able to counter the ECS (Electronic Cloaking System) mode. This organization; known as Amalgam; also has ""Black Technology;"" obtained from ""Whispered"" like Kaname Chidori; and like the other intelligence agencies; they intend to obtain more; however; when Sousuke's mission to protect Chidori is terminated by Mithril; all seems to be in place for Amalgam's plans...

 ",8.03,1.0
475,"This movie; based on an anecdote of ""Ginga Eiyuu Densetsu"" written by novelist Tanaka Yoshiki; preludes the 110-episodes TV series by describing the first encounter between the ambitious young man Reinhard von Müsel under the imperial flag and the passive Yang Wenli who serves a corrupting democracy. Set in an imaginative future; the story describes the first encounter between Yang and Reinhard and discusses how heroes are born.

 ",8.03,1.0
476,First Haikyuu!! recap movie.,8.03,1.0
477,"As a talented young acrobat; Sora has dreamed of sharing a stage with the performers of Kaleido Stage; a world renowned circus that combines graceful acrobatics; dazzling costumes; and stunts that keep audiences on the edge of their seats. She makes the move from Japan to California to audition for the show; in hopes of one day basking in the glitz and glamour.

However; finding her place in such a competitive world will not be easy. Sora will shed blood; sweat; and tears on her path to becoming a performer; buoyed by the friends she makes along the way. Of course; there will also be rivals and other individuals who do not believe Sora has what it takes to shine as brightly as Kaleido Stage needs her to.

Sora will need to endure these trials and tribulations in her quest to become a star; earning the respect of both those who doubt her abilities and by those who are threatened by her. Watch as Sora flies through the bright lights in Kaleido Star!",8.03,1.0
478,"Porco Rosso is a veteran WWI fighter pilot turned bounty hunter; who has been transformed into an anthropomorphic pig through a rare curse. He was once known as Marco Pagot while still in his human form; but took up a new alias which suits his current image better; ""Red Pig.""

At the beginning of Kurenai no Buta; Porco is reunited with his long-time friend Gina at a hotel; and unexpectedly falls in love with her. Despite his strange form; Gina shows him all the affection that she can muster. But Porco has a love rival to deal with. An American ace fighter named Curtis is also after Gina's heart; and although she rejects his proposals; he is not about to let her go so easily. During his return flight to Milan; Curtis sneaks up behind Porco's plane and shoots him down. The plane is completely destroyed and Porco is proclaimed dead; but due to a stroke of luck; he barely managed to survive the crash; unbeknownst to others.

Porco must now continue his journey back by train; and suddenly discovers that there has been a warrant issued for his arrest in Italy. Not only does he need to find Gina; but he must also get his revenge and also deal with the oncoming war that threatens the whole of Europe.",8.03,1.0
479,Second Macross Frontier movie.,8.03,1.0
480,"For the Takakura family; destiny is an ever-spinning wheel; pointing passionately in their direction with equal tides of joy and sorrow before ticking on to the next wishmaker. With their parents gone; twin brothers Kanba and Shouma live alone with their beloved little sister Himari; whose poor health cannot decline any further.

On the day Himari is given permission to temporarily leave the hospital; her brothers take her out to the aquarium to celebrate; where the family's supposed fate is brought forth with her sudden collapse. However; when Himari is inexplicably revived by a penguin hat from the aquarium's souvenir shop; the hand of fate continues to tick faithfully forward.

With her miraculous recovery; though; comes a cost: there is a new entity within her body; whose condition for keeping her fate at bay sends the boys on a wild goose chase for the mysterious ""Penguin Drum."" In their search; the boys will have to follow the threads of fate leading from their own shocking past and into the lives of other wishmakers vying for the Penguin Drum; all hoping to land upon their chosen destiny.

 ",8.03,1.0
481,"An adaptation of the visual-novel by Key; Planetarian: Hoshi no Hito combines the story of the original work with an expansion that extends the narrative with content from the Hoshi no Hito light-novel sequel. 

In the future after much of the world has been devastated by nuclear and biological warfare; a young scavenger or ""Junker"" exploring a quarantined and abandoned city comes across a service robot still faithfully awaiting customers in the rooftop planetarium of a department store. Against his pragmatic instincts he helps the robot repair the planetarium's projector: a decision which will change both their fates.

 ",8.03,1.0
482,"Death City is home to the famous Death Weapon Meister Academy; a technical academy headed by the Shinigami—Lord Death himself. Its mission: to raise ""Death Scythes"" for the Shinigami to wield against the many evils of their fantastical world. These Death Scythes; however; are not made from physical weapons; rather; they are born from human hybrids who have the ability to transform their bodies into Demon Weapons; and only after they have consumed the souls of 99 evil beings and one witch's soul.

Soul Eater Evans; a Demon Scythe who only seems to care about what's cool; aims to become a Death Scythe with the help of his straight-laced wielder; or meister; Maka Albarn. The contrasting duo work and study alongside the hot headed Black☆Star and his caring weapon Tsubaki; as well as the Shinigami's own son; Death the Kid; an obsessive-compulsive dual wielder of twin pistols Patty and Liz.

Soul Eater follows these students of Shibusen as they take on missions to collect souls and protect the city from the world's threats while working together under the snickering sun to become sounder in mind; body; and soul.

 ",8.03,1.0
483,"For high school student Tanaka; the act of being listless is a way of life. Known for his inattentiveness and ability to fall asleep anywhere; Tanaka prays that each day will be as uneventful as the last; seeking to preserve his lazy lifestyle however he can by avoiding situations that require him to exert himself. Along with his dependable friend Oota who helps him with tasks he is unable to accomplish; the lethargic teenager constantly deals with events that prevent him from experiencing the quiet and peaceful days he longs for.

 ",8.03,1.0
484,"In the future; humans are living on colonized planets and are controlled in every aspect of their life by a system of computers. Evolution has resulted in the birth of people with extraordinary powers. This new race is called Mu. Hated and feared by the humans; the Mu dream of a place to live in peace: Earth—a mystical far away planet—for humanity had to leave their home long ago as pollution and destruction increased and made it impossible to stay there any longer.

Jomy is a boy excitedly awaiting his birthday; the day he will enter the world of adults. Yet he knows nothing about the unknown powers sleeping in him and the shared dream of returning to Earth one day.",8.03,1.0
465,"Chiyo Mihama begins her high school career as one of the strangest students in her freshman class—a tiny; 10-year-old academic prodigy with a fondness for plush dolls and homemade cooking. But her homeroom teacher; Yukari Tanizaki; is the kind of person who would hijack a student's bike to avoid being late; so ""strange"" is a relative word.

There certainly isn't a shortage of peculiar girls in Yukari-sensei's homeroom class. Accompanying Chiyo are students like Tomo Takino; an energetic tomboy with more enthusiasm than brains; Koyomi Mizuhara; Tomo's best friend whose temper has a fuse shorter than Chiyo; and Sakaki; a tall; athletic beauty whose intimidating looks hide a gentle personality and a painful obsession with cats. In addition; transfer student Ayumu Kasuga; a girl with her head stuck in the clouds; fits right in with the rest of the girls—and she has a few interesting theories about Chiyo's pigtails!

Together; this lovable group of girls experience the ups and downs of school life; their many adventures filled with constant laughter; surreal absurdity; and occasionally even touching commentary on the bittersweet; temporal nature of high school.

 ",8.04,1.0
466,"Born from a cocoon in the village of Old Home; a young Haibane—a being with a halo and small gray wings—awakens to a world she does not understand without memories of her past. Named Rakka for the dream of falling she had while inside the cocoon; she soon becomes accustomed to life in the strange town. However; there are strict rules for the Haibane; such as being forbidden to leave the village or go near the walls surrounding it. These; along with mysterious disappearances of their kind on their ""Day of Flight;"" begin to unsettle Rakka and the others since they know almost nothing about their own kind.

Haibane Renmei tells not only Rakka's story but also of those around her; as they live their lives with no memories of the past while trying to break free from their former pain and ultimately find salvation.

 ",8.04,1.0
467,"Remy; a cheerful and tender-hearted girl; lives with her mother in a French country town. One day her father returns to the town after a long period working away from home in a city. Her father tells Remy that she isn't their real daughter; and Remy is almost sold to an evil slave trader. It is Vitalis; a strolling entertainer; who helps Remy. Vitalis discovers her talent for singing and decides to take her in with his troupe.

 ",8.04,1.0
468,"Ai Enma and her companions continue to offer their service of revenge against those who have wronged others; and the price is as steep as ever—for damning the offender to hell; the person exacting vengeance is sent to the abyss as well. As they cast soul after soul into the darkness; a new sinister force is watching them: a little girl named Kikuri.

While Ai continues her duties; she meets a boy named Takuma Kurebayashi; known as the ""Devil's Child"" because of the horrific events that occur around him. Unfortunately; Takuma's reputation leads the townspeople to use him as a scapegoat for those who have been ferried off to hell. When things quickly spiral out of control; Ai must find a way to bring an end to this senseless violence; as it poses a threat to her very existence.

 ",8.04,1.0
464,"Protagonist Gunzo Chihaya and his friends; with the help of renegade Fog A.Is; head towards the United States to present blueprints for a weapon that will turn the tides of war in humanity's favor. It is easier said than done because Gunzo and the rest of Arpeggio's crew have gotten the attention of the mysterious Admiralty Code. 

Now they must face a new Fleet of Fog threat known as ""Fog Student Council;"" who are mental models dressed like high school girls. The Fog Student Council preaches that Earth's morals must correspond to the Fog's morals.

(Source: Golden Village; edited)",8.04,1.0
470,"In the remote and mysterious Moomin Valley live the Moomin trolls; gentle and peaceful creatures. Young Moomin and his family experience many strange adventures; both magical and mundane. Based on the children's stories by Tove Jansson. 

  ",8.04,1.0
471,The second season of Tentai Senshi Sunred.,8.04,1.0
472,"The plot revolves around Doki; a female rabbit; meeting; falling in love with; and chasing Nabi; a male cat; in a world where love between the two species is socially unacceptable. The theme of the short is that all love can be accepted and has a chance. Nabi attempts to cure Doki's infatuation for him; but after seeing the extent of her love; he gives in and finds something he can appreciate in her.

 ",8.04,1.0
473,"Aside from her deep passion for eating cakes; the clumsy Ichigo Amano has never been successful at anything.  After an encounter with Henri Lucas; a famous patissier; Ichigo's amazing tasting abilities—although unbeknownst to her—are discovered.  Recognizing her talent; Henri offers her the chance to attend St. Marie Academy; a prestigious culinary school which specializes in desserts.

In spite of the fact that she is a beginner lacking skills; thanks to Henri's recommendation; Ichigo is placed in the topmost group with the ""Sweets Princes."" The princes; famous throughout the school for their magical treats; are Sennosuke Andou; an expert in traditional Japanese sweets; Satsuki Hanabusa; with a flair for candied flowers; and Makoto Kashino; a gifted chocolatier. Ichigo and the Sweets Princes; each accompanied by their ""Sweets Spirits""—fairies who make patissiers' dreams come true—all work towards their goals in the competitive world of sweets.

 ",8.04,1.0
469,"Most people think being born into a noble family means a life of comfort and wealth. That couldn't be further from the truth for Shuurei Kou. Despite the Kou family being an old and important bloodline; they've fallen on hard times. Shuurei's father works as an archivist in the Imperial library; which is a prestigious position; but unfortunately not one that pays much. To put food on the table; Shuurei works odd jobs such as teaching young children or playing live music in a restaurant―and even then; it's barely enough.

Then; one day; a court advisor makes Shuurei an offer. If she becomes the concubine of the new; but lazy; emperor and teaches him how to become a good ruler; then she will receive 500 pieces of gold. Never one to turn down good money; Shuurei accepts the proposition. After all; the new emperor only prefers men so her virtue is safe… or so she thinks. 

The more time she spends in the palace; the more her old dream of becoming a court official is reignited. There's only one problem: she's a woman and women do not become government officials. Shuurei may be able to turn the emperor into a good ruler; but will it be at the expense of her own aspirations?",8.04,1.0
446,Tells the story of what happened to Yin and Hei between the first and second series.,8.05,1.0
447,"In the distant future; humanity has been driven to near-extinction by giant beasts known as Klaxosaurs; forcing the surviving humans to take refuge in massive fortress cities called Plantations. Children raised here are trained to pilot giant mechas known as FranXX—the only weapons known to be effective against the Klaxosaurs—in boy-girl pairs. Bred for the sole purpose of piloting these machines; these children know nothing of the outside world and are only able to prove their existence by defending their race.  

Hiro; an aspiring FranXX pilot; has lost his motivation and self-confidence after failing an aptitude test. Skipping out on his class' graduation ceremony; Hiro retreats to a forest lake; where he encounters a mysterious girl with two horns growing out of her head. She introduces herself by her codename Zero Two; which is known to belong to an infamous FranXX pilot known as the ""Partner Killer."" Before Hiro can digest the encounter; the Plantation is rocked by a sudden Klaxosaur attack. Zero Two engages the creature in her FranXX; but it is heavily damaged in the skirmish and crashes near Hiro. Finding her partner dead; Zero Two invites Hiro to pilot the mecha with her; and the duo easily defeats the Klaxosaur in the ensuing fight. With a new partner by his side; Hiro has been given a chance at redemption for his past failures; but at what cost?

 ",8.05,1.0
448,This OVA takes place ten years in the future and chronicles the possible events if Conan Edogawa and Ai Haibara do not take the antidote to APTX 4869 and grow up alongside their friends Genta; Mitsuhiko; and Ayumi; while still maintaining their detective endeavors.,8.05,1.0
449,"At the Battle of Sekigahara in 1600; Toyohisa Shimazu is the rearguard for his retreating troops; and is critically wounded when he suddenly finds himself in a modern; gleaming white hallway. Faced with only a stoic man named Murasaki and hundreds of doors on both sides; Toyohisa is pulled into the nearest door and into a world completely unlike his own.

The strange land is populated by all manner of fantastical creatures; as well as warriors from different eras of Toyohisa's world who were thought to be dead. Quickly befriending the infamous warlord Nobunaga Oda and the ancient archer Yoichi Suketaka Nasu; Toyohisa learns of the political unrest tearing through the continent. Furthermore; they have been summoned as ""Drifters"" to fight against the ""Ends;"" people who are responsible for the creation of the Orte Empire and are trying to annihilate the Drifters. As the Ends grow more powerful; so does the Empire's persecution of elves and other demihumans. It is up to Toyohisa and his group of unconventional heroes to battle in a brand-new world war to help the Empire's subjects; while protecting the land to claim for themselves and challenging the Ends.

 ",8.05,1.0
450,"Sena is like any other shy kid starting high school; he's just trying to survive. Constantly bullied; he's accustomed to running away.

Surviving high school is about to become a lot more difficult after Hiruma; captain of the school's American football team; witnesses Sena's incredible agility and speed during an escape from some bullies. Hiruma schemes to make Sena the running back of his school team; The Devil Bats; hoping that it will turn around the squad's fortunes from being the laughingstock of Japan's high school leagues; to title contender.

To protect his precious star player from rivaling recruiters; he enlists Sena as ""team secretary;"" giving him a visored helmet and the nickname ""Eyeshield 21"" to hide his identity.

The Devilbats will look to make their way to the Christmas Bowl; an annual tournament attended by the best football teams in Japan; with ""Eyeshield 21"" leading the way. Will they be able to win the Christmas Bowl? Will Sena be able to transform from a timid; undersized freshman to an all-star player? Put on your pads and helmet to find out!",8.05,1.0
451,-,8.05,1.0
452,"Two years ago; Mitsuki Kouyama's friend; Eichi Sakurai; moved to America before she could confess her feelings to him. Though she cannot contact him; they made a promise to fulfill their respective dreams: Mitsuki wants to become a professional singer; and Eichi an astronomer. She hopes that one day her music will reach him across the world with a brilliance like that of the full moon.

There is just one catch: Mitsuki suffers from throat cancer; which makes her voice quiet and singing strenuous. Her grandmother; who has a hatred of music; insists that Mitsuki undergo surgery to remove the cancer; but she refuses due to the risk of losing her voice. One day; two shinigami—Meroko Yui and Takuto Kira—appear to tell her that she only has one year left to live. This sudden revelation spurs Mitsuki into action; and she decides that with Meroko and Takuto's help; she will become a professional singer in the time she has left.

Full Moon wo Sagashite follows the emotional story of Mitsuki and her shinigami friends as they discover what it means to sing—and ultimately; what it means to live.

 ",8.05,1.0
453,A prequel to the 2013 Kyoto Animation series Free! which is an adaptation of light novel High☆Speed!,8.05,1.0
454,OVAs that come with the limited premium edition of volumes 16 and 20 of the manga series.,8.05,1.0
456,"Many patients with different problems visit the psychiatric ward of Irabu General Hospital; a trapeze artist suffering from insomnia after suddenly failing his jumps; a gangster afraid of knives and sharp objects and a business man who has an erection 24 hours a day. They undergo counseling by Dr. Ichiro Irabu; who is the child-like son of the hospital director. His assistant is the sullen faced sexy nurse Mayumi. With his mysterious injections; and advice that does not make sense; Dr. Irabu confuses his patients. But at the end of his unique treatments; the patients are lead to digging further into their souls to find peace of mind.

(Source: fujicreative.co.jp)",8.05,1.0
457,"After a mysterious spaceship crashes into Earth; humanity realizes that they are not alone. Fearing a potential threat from space; the world pushes aside their nationalism; conflicting interests; and cultural differences; unifying under the banner of the United Nations. The newly formed UN forces decide to repurpose the alien spacecraft; naming it SDF-1 Macross. Unfortunately; on the day of its maiden voyage; a fleet of spaceships belonging to a race of aliens known as Zentradi descend upon Earth; and the SDF-1 Macross; acting of its own accord; shoots down the incoming squadron; sparking an intergalactic war.

In an attempt to escape; the Macross tries to launch itself into the Moon's orbit; but the ship—as well as the city was in—is teleported to the far reaches of space. Caught up in this mess are Hikaru Ichijou; a free-spirited acrobatic pilot; and Minmay Lynn; an aspiring idol. These two; alongside Macross' crew; experience an epic journey rife with grief and drama; coming face-to-face with the cruelties of war along the way.

 ",8.05,1.0
458,"A.D. 2009. The human race is in the middle of a three-way war with a race of giant humanoid aliens called the Zentraedi (male) and Meltrandi (female). After executing a space fold that sent it and part of South Atalia Island to the edge of the Solar System; the space fortress Macross is on its way back to Earth. During a small skirmish with Zentraedi forces; young pilot Hikaru Ichijo rescues idol singer Lynn Minmay and their relationship develops as they're stranded somewhere within the ship. But shortly after returning to Macross City; Minmay is captured by the Zentraedi; and Hikaru and female officer Misa Hayase end up back on Earth—only to view the aftermath of the destruction of their civilization. Only a song discovered eons ago—along with Minmay's voice—can determine the outcome of the war.

 ",8.05,1.0
459,"The special takes place during the two year before the Straw Hats reunite on Sabaody. Luffy is currently in Rusukaina training to get stronger to take on the New World. However the training is interrupted when Hancock's sisters; Marigold and Sandersonia; are kidnapped by the Byrnndi World; a pirate who was locked away on Level 6 of Impel Down but escaped during Luffy's invasion to save Ace; in order to lure Hancock to him and use her as a hostage against the World Government due to her Shichibukai status. Thus Luffy and Hancock head off to confront him and save Hancock's sisters.

(Source: One Piece Wiki)",8.05,1.0
460,"The words that Gold Roger; the King of the Pirates; uttered just before his death excited the masses and the world has entered a Great Pirate Era! There is a group of young pirates who are about to set sail on the Grand Line. Monkey D. Luffy; a rubber man. Roronoa Zoro aka “Pirate Hunter.” Usopp; a sniper. Sanji; a seafaring cook. And “Cat Burglar” Nami. They; the Straw Hats; all place a foot upon a barrel and make their vows before their next journey across the great ocean. Luffy shouts “In order to be the King of the Pirates!” A decade ago in the Windmill Village... A little boy Luffy was enthralled with a pirate boss Red-Haired Shanks. But a group of mountain bandits shows up and makes fun of the pirates. “Why didn't you fight them?!” Luffy yells out angrily but Shanks says that it's nothing worth getting mad over. At that time; Luffy snatches the Gum-Gum Fruit from a treasure box and eats it and as a result; his entire body becomes rubber and he loses the ability to swim for the rest of his life! A few days later; Luffy is surrounded by the mountain bandits again and Shanks comes to help. “No matter what the reason; anyone who hurts my friends has to pay!!” Shanks and his pirate crew are incredibly strong and they beat down the mountain bandits. Higuma; the head of the mountain bandits; runs away kidnapping Luffy and heads for the sea. However; they encounter a local Sea Monster there and are attacked. Luffy is in a desperate situation... But again; Shanks saves the day. He outstares the Sea Monster and chases it away but in exchange; he loses his left arm... When Shanks leaves the village; he leaves his straw hat with Luffy. “Come bring it back to me someday! Once you've become a great pirate!” 10 years later; Luffy has grown up strong and he sets out for an adventure on a small boat. He again encounters the local Sea Monster for that fateful day. However; Luffy takes it down with a single blow of Gum-Gum Pistol. Luffy’s journey to become the King of the Pirates now begins!

 ",8.05,1.0
461,The tournament continues.,8.05,1.0
462," 20 years after meddling into the bank heist of a notorious robber named Gasback; Vash the Stampede is heading towards Macca City. Rumors say that the legendary thief might appear there causing an enormous influx of bounty hunters in the area who want to collect the $$300;000;000 prize for his head.

 ",8.05,1.0
463,"Four short episodes bundled with DVD/Blu-Ray.
Vol.1: Episode 2.5 ""Aquarium of Leaves""
Vol.2: Episode 3.5 ""Dear My Santa Claus""
Vol.3: Episode 6.5 ""Full Blossom in the Sky""
Vol.4: Episode 8.5 ""Way Home""",8.05,1.0
455,"Two OVA episodes bundled with the 16th volume of the manga.

One of the included episodes is based on the story from the 15th volume; while the other contain an all-new original story.

 ",8.05,1.0
435,"On Christmas Eve; Hiro Hirono runs into Miyako Miyamura; a frivolous girl who ""borrows"" his bicycle in order to chase down a purse thief. After Hiro finds his bicycle wrecked and Miyako unconscious; the two unexpectedly spend their Christmas Eve together; and when they discover they go to the same high school; their accidental relationship develops even further. This sparks the jealousy of Hiro's childhood friend Kei Shindou; whose pure approach to life catches the eye of Kyosuke Tsutsumi; a womanizing photographer searching for the perfect shot.

Elsewhere; Renji Asou; a boy who dreams of being a girl's knight in shining armor; has a chance encounter with Kei's twin sister—the overly shy Chihiro Shindou; who spends her time reading alone—at an abandoned train station. The two quickly become friends and eventually decide to write a novel together. However; when Renji discovers Chihiro's secret; a disability that causes her to have an eternally ephemeral memory; his childish ideals will be put to the test.

Guided by two mysterious adults; these youths' relationships intertwine in a heart-rending tale of love; rejection; acceptance; and memories.

 ",8.06,1.0
436,"Naota Nandaba is an ordinary sixth grader living in a city where nothing amazing ever seems to happen. After his brother Tasuku leaves town to play baseball in America; Naota takes it upon himself to look after everything Tasuku left behind—from his top bunk bed to his ex-girlfriend Mamimi Samejima; who hasn't stopped clinging to Naota since Tasuku left. 

Little does Naota know; however; that his mundane existence is on the verge of being changed forever: enter Haruko Haruhara; a Vespa-riding; bass guitar-wielding; pink-haired psychopath whose first encounter with Naota leaves him with tire tracks on his back and a giant horn on his head. Though all he wants is some peace and quiet; when Haruko takes up residence at his parents' home; Naota finds himself dragged into the heart of the greatest battle for supremacy that Earth—and quite possibly the entire universe—has ever seen.

 ",8.06,1.0
437,"Hikaru is given a phone call asking him to appear in the Japan/China/Korea Junior's Tournament but he finds out he will have to take place in a preliminary tournament to choose Japan's three contestants. Upon discussing this with Akira; he discovers that Akira has already been chosen for the tournament and will not be taking place in the preliminaries. Hikaru then decides not to visit Akira's Go Salon until he takes his place on the team with Akira. That may be tougher than originally planned; as not only does Hikaru have to battle with old friends for one of two coveted spots; but he may have a new challenger; in a promising player from the Kansai Go Institute. 

 ",8.06,1.0
438,"The world can be a very scary place when you’re small. For Arrietty; though; the only real fear in life is in missing out on a big adventure. 14-year-old Arrietty and her parents live in the small spaces of a human garden. They are what some might call “borrowers”; they take items from the human world to eke out a living amidst the shadows.

Their existence goes mostly undiscovered until the arrival of 12-year-old Shou. When Shou begins to notice small things going missing; he becomes suspicious. He soon meets Arrietty and strikes up a friendship that neither of them could have seen coming. However; this is a friendship fraught with danger due to the obvious risk of Arrietty and her family’s discovery; something that could send the borrowers right into the hands of those that would do them harm. In Karigurashi no Arrietty; Studio Ghibli presents audiences with a beautiful look at the human world... from a much smaller perspective. ",8.06,1.0
439,"Sweet and naïve Hanato Kobato came to Earth on a mission to collect and fill a bottle with ""konpeito;"" which appear after healing a person's heart that is suffering. Kobato collects these because it is her wish to go to a certain place. Despite her strangeness; Kobato turns out to be well-suited for this mission as her heartfelt sincerity in helping others earns her the love and admiration of everyone she meets. However; she is not allowed to fall in love with anyone whose heart she heals.

 ",8.06,1.0
441,"The final hour of the popular virtual reality game Yggdrasil has come. However; Momonga; a powerful wizard and master of the dark guild Ainz Ooal Gown; decides to spend his last few moments in the game as the servers begin to shut down. To his surprise; despite the clock having struck midnight; Momonga is still fully conscious as his character and; moreover; the non-player characters appear to have developed personalities of their own!

Confronted with this abnormal situation; Momonga commands his loyal servants to help him investigate and take control of this new world; with the hopes of figuring out what has caused this development and if there may be others in the same predicament.

 ",8.06,1.0
442,"An OVA of SKET Dance bundled with the 29th volume of the manga; covering chapters 198; 199; and 200.

This is a conclusion of some of the events shown in the last episode of the anime series.",8.06,1.0
443,"Seigaku continues their road to winning the National Championship; but only the best schools remain as they'll have to go toe-to-toe with old rivals and new foes in the National Tournament. 

 ",8.06,1.0
444,"In Stern Bild City; those with special abilities are called ""NEXT;"" and can use their powers for good or bad. A unique organized group of NEXT appear regularly on Hero TV; where they chase down evildoers to bring limelight to their sponsors and earn Hero Points in the hopes of becoming the next ""King of Heroes.""

Kotetsu T. Kaburagi; known as ""Wild Tiger;"" is a veteran hero whose performance has been dwindling as of late; partially due to his inability to cooperate with other heroes. After a disappointing season in which most of the other heroes far outperformed Tiger; he is paired up with a brand new hero who identifies himself by his real name—Barnaby Brooks Jr.

Barnaby; nicknamed ""Bunny"" by his frivolous new partner; quickly makes it clear that the two could not be more different. Though they mix as well as oil and water; Tiger and Bunny must learn to work together; both for the sake of their careers and to face the looming threats within Stern Bild.

 ",8.06,1.0
445,Continuation of Ushio to Tora TV series.,8.06,1.0
440,"Ren Mihashi was the ace of his middle school's baseball team; but due to his poor pitching; they could never win. Constant losses eventually lead to his teammates bullying him and reached the point where his teammates no longer tried to win; causing Mihashi to graduate with little self-esteem. As a result; Mihashi decides to go to a high school in a different prefecture where he has no intention of playing baseball. Unfortunately; upon his arrival at Nishiura High; he is dragged into joining their new team as the starting pitcher.

Although unwilling at first; Mihashi realizes that this is a place where he will be accepted for who he is; with help from the catcher Takaya Abe; he starts to have more confidence in his own abilities. Abe; seeing the potential in Mihashi; makes it a goal to help him become a pitcher worthy of being called an ace.

 ",8.06,1.0
425,"A prequel to The Legend of the Galactic Heroes; focusing on the FPA's Yang Wen-li. A chronicle on how he earned the title ""The Hero of El Facile"" and his handling of assignments he received after the historic event.

Spiral Labyrinth also continues with the background of Reinhard and Kircheis where the first Gaiden left off.",8.07,1.0
427,"After the death of Saizou; Kabamaru's horribly strict grandfather and Iga ninja teacher (sensei); an old lady; Ran Ookubo; claims that she received a letter from him asking her to take care of his grandson. So Kabamaru runs off with Lady Ookubo to the big city Tokyo to gorge on yakisoba; ramen; chow mein; and attend a regular school—which turns out to have weird quirks of its own. 

  ",8.07,1.0
428,"Keima Katsuragi; the ""God of Conquest;"" returns to his quest of expelling runaway spirits that have possessed the hearts of women. Still stuck in his contract with the demon Elsie; he must continue to utilize the knowledge he has gained from mastering multitudes of dating simulators and chase out the phantoms that reside within by capturing the hearts of that which he hates most: three-dimensional girls.

However; the God of Conquest has his work cut out for him. From exorcising karate practitioners and student teachers to the arrival of Elsie's best friend from Hell; he is up against a wide array of girls that will test his wit and may even take him by surprise. Though he would much rather stick to the world of 2D; he is trapped in lousy reality; and so Keima must trudge forward in his conquest of love.

 ",8.07,1.0
429,"""No matter how many years go by; I'm sure we'll still be laughing together."" 

Twins Yuta and Yuki; Kaname; and Shun have been childhood friends since kindergarten. When transfer student Chizuru joins them; their five man school life becomes all the more lively. Through the changing seasons; the boys will find laughter; surprises; love; and new encounters waiting for them. 

The second season of the boys growing a little every day of their invaluable daily lives is about to begin! 

  ",8.07,1.0
426,"The story is set during Japan's Sengoku Jidai (Era of the Warring States) and centers on Furuta Sasuke; a vassal of the great warlord Oda Nobunaga and a man obsessed with tea ceremony and material desires in his pursuit of a fortuitous life. Having learned from Oda and the legendary tea master Sen no Soueki; Furuta walks the way of the Hyouge Mono.

 ",8.07,1.0
431,"With his muscular build and tall stature; Takeo Gouda is not exactly your average high school freshman. However; behind his intimidating appearance hides a heart of gold; and he is considered a hero by the boys for his courage and chivalry. Unfortunately; these traits do not help much with his love life. As if his looks are not enough to scare the opposite sex away; Takeo's cool and handsome best friend and constant companion Makoto Sunakawa easily steals the hearts of the female students—including every girl Takeo has ever liked.

When Takeo gallantly saves cute and angelic Rinko Yamato from being molested; he falls in love with her instantly; but suspects that she might be interested in Sunakawa. With his own love for Yamato continuing to bloom; Takeo unselfishly decides to act as her cupid; even as he yearns for his own love story.

 ",8.07,1.0
432,"Kaoru goes to the harbor every day to see if Kenshin has returned. After a while; she starts looking back at her life with Kenshin and all the things that have happened.

 ",8.07,1.0
433,"After having to deal with jealousy from his co-workers for working under his father's name; prideful literary editor Ritsu Onodera is determined to establish himself in the industry. To accomplish this; he quits his job at his father's publishing company and transfers to Marukawa Publishing. But instead of being placed in their literary division; Ritsu finds himself working as the rookie manga editor for the Emerald editing department; a team that operates under extremely tight schedules in order to meet deadlines. There; Ritsu is introduced to the infamous editor-in-chief Masamune Takano; a persistent man who strives for results.

As it turns out; Takano is actually Ritsu's high school love; and it is the aftermath of that heartbreak has caused Ritsu's reluctance to fall in love again. Now with the two reunited after several years of separation; the reestablishment of their relationship is marked by Takano's vow to make Ritsu say that he loves him again.

Sekaiichi Hatsukoi follows three couples that are interconnected within the manga industry; with each being subject to the budding of first love. 

 ",8.07,1.0
434,Black and White are two orphans who roam the streets of Treasure Town; beating down any thug or yakuza who gets in their way. When mysterious foreign entrepreneurs appear with the intention of tearing down Treasure Town and replacing it with an amusement park; Black and White face their greatest adversaries yet. It is up to the destructive Black to save the fate of the city and up to the gentle White to save Black from his own dark nature. ,8.07,1.0
430,After the events of the Lost Logia case; Nanoha waits patiently for the day she can reunite with her newfound friend; Fate. Although being an exceptionally powerful mage; Nanoha spends her days normally with her friends on Earth. But peace is once again suddenly shattered; as Nanoha is without warning attacked by a powerful mage. A group of violent mages have been attacking anything with magic power for their own goals. Nanoha and Fate; along with their friends Yuuno; Arf; Chrono and the Space/Time Administration Bureau must once more band together to stop these renegade mages from hurting anyone or anything else. Takes place after the first season of Lyrical Nanoha.,8.07,1.0
